company,claim_text,confidence
Shell,"Shell has signed a power purchase agreement with Baker Hughes, the energy technology company, which will use the electricity to help decarbonise its Italian facilities (see also Integrated power).",0.91
Shell,Yes Sohar Solar Quabas Oman 100% 25,0.914
Shell,Yes Sas van Gent Netherlands 100% 24,0.911
Shell,Yes Pottendijk (solar) Netherlands 100% 37,0.926
Shell,Yes Koegorspolder Sluiskil Netherlands 100% 23,0.914
Shell,Yes Solar projects under construction and or capacity committed for sale A Sprng Energy B Asia 100% 900,0.947
Shell,"In 2023, around 9.7 billionlitres of biofuels went into Shell s petrol and diesel worldwide, compared with 9.5 billionlitres in 2022.",0.948
Shell,"This included around 3.4 billionlitres through our joint venture Raízen (Shell interest 44%, not Shell-operated) in Brazil, compared with about 3 billionlitres in 2022.",0.937
Shell,"In 2023, Raízen produced around 3.1 billionlitres of ethanol from sugar cane and 30 millionlitres of second-generation cellulosic ethanol made from inedible agricultural waste.",0.954
Shell,Raízen also commissioned in 2023 the first of eight world-scale advanced biofuel plants which it aims to build in Brazil.,0.936
Shell,We have invested in agroforestry company Investancia Group.,0.947
Shell,"In 2023, we announced a multi-year agreement to buy sustainable aviation fuel from Montana Renewables, the largest SAF producer in North America, and worked together on building blending and distribution capabilities to deliver SAF to customers.",0.941
Shell,"We also signed an agreement to supply SAF to Emirates airline at Dubai International Airport, the first time that SAFhas been used in the airport s fuelling system.",0.939
Shell,"Sustainability in Our performance Shell Our values zero emissions Respecting nature Powering lives oil and gas data Also in 2023, Bank of America, Google, Yokagawa and many other companies joined Avelia, a blockchain-powered book-and-claim programme for business travel that we launched in 2022 with partners to help aggregate demand for SAF.",0.911
Shell,Shell is increasing bio LNG production capacity and building a network of bio LNG refuelling sites in Europe.,0.943
Shell,"In 2023, we completed the acquisition of one of Europe s largest RNG producers, Nature Energy of Denmark.",0.949
Shell,"We are also building a bio LNG liquefaction plant at our Energy and Chemicals Park Rheinland in Germany, which is expected to start production in 2024.",0.93
Shell,"At the end of 2023, we had around 54,000 public charge points at Shell forecourts, on-street locations and at destinations like supermarkets, up from 27,000 charge points in 2022.",0.934
Shell,"We expect to have around In 2023, we completed the acquisition of Volta Inc. in the USA.",0.941
Shell,"We also acquired evpass, which owns Switzerland s largest network of electric vehicle charging stations.",0.939
Shell,"In China in 2023, we opened our largest electric vehicle charging station globally, which has 258 fast-charging points partially powered by the station s rooftop solar panels.",0.949
Shell,"At the end of 2022, we started to build Holland Hydrogen I in the Netherlands, one of the largest renewable hydrogen plants in Europe.",0.935
Shell,"In Oman, we acquired a 35% interest in Green Energy Oman, which aims to produce renewable hydrogen, ammonia, methanol and synthetic fuels from seawater, powered by 25 gigawatts of solar and wind energy.",0.947
Shell,"In Germany, we launched Hydrogen Pay-Per-Use, through which truck operators can hire hydrogen-fuelled trucks to explore transitioning their fleet from diesel to hydrogen and reduce their carbon emissions.",0.943
Shell,"Sustainability in Our performance Shell Our values zero emissions Respecting nature Powering lives oil and gas data Driving innovation In 2023, we spent 1,287 millionon research and development (R D), compared with 1,067 millionin 2022.",0.952
Shell,"We also started work on more than 270 R D projects with universities, compared with more than 250 in 2022.",0.954
Shell,"In 2023, our R D expenditure on projects that contributed to decarbonisation was around 628 million, representing about 49% of our total R D spend, compared with around 41% in 2022.",0.939
Shell,"Innovations in 2023 In 2023, Shell won an order for its CANSOLV carbon capture technology for the world s largest post-combustion carbon capture, utilisation and storage facility.",0.946
Shell,"We also took the decision to build a direct air capture demonstration unit in the USA to prove the technical viability of our solid sorbent technology, which removes carbon dioxide from the air.",0.916
Shell,The storage system will optimise steam production and is expected to reduce the use of diesel by 300 tonnes and CO 2 emissions by more than 900 tonnes annually.,0.929
Shell,Sustainability at Achieving net-zero Respecting Sustainability in Our performance Shell Our values emissions nature,0.911
Shell,We have already achieved some of the commitments we set when we launched respecting nature in 2021.,0.911
Shell,Our commitment to reduce fresh- water consumption in highly water-stressed areas by 15% was achieved ahead of the target date of 2025.,0.958
Shell,"habitats will have a net positive impact on biodiversity, commencing from 2021.",0.91
Shell,"Water stewardship We are implementing water stewardship principles Forest habitats We will replant forests, achieving net-zero deforestation from across our businesses and developing local improvement plans.",0.934
Shell,"This includes new activities, while maintaining biodiversity and conservation value, focusing on the sustainable management of fresh water, including in commencing from 2022.",0.926
Shell,"Plastic packaging We will work with our suppliers and contractors to help end plastic waste in the environment By 2030, we will increase the amount of recycled plastic in Shell-branded packaging to 30% and ensure that the packaging we use for our products is reusable or recyclable.",0.929
Shell,"A Underpinned by our Health, Safety, Security, Environment and Social Performance (HSSE SP) Commitment and Policy and Control Framework and, from mid-2024, our new Safety, Environment and Asset Management (SEAM) Standards.",0.914
Shell,"In 2023, we continued to collaborate with the IUCN, non-governmental organisations and other energy companies to develop guidance for renewable energy developments and infrastructure.",0.936
Shell,"Together with Earthwatch, in 2023, we trained more than 800 employees in virtual sessions across the world and face-to-face sessions in 10 countries.",0.917
Shell,"Critical habitats Our new projects in areas rich in biodiversity critical habitats will have anet positive impacton biodiversity, commencing from 2021.",0.93
Shell,"Forest habitats We will replant forests, achievingnet-zero deforestationfrom new activities, while maintaining biodiversity and conservation value, commencing from 2022.",0.946
Shell,"In 2023, all our direct-investment nature-based projects that were certified and produced carbon credits complied with this commitment.",0.944
Shell,"Between January 2022 and the end of 2023, around 292 hectares had been deforested as a result of our new activities, which occurred largely in Australia, Canada and Nigeria where reforestation plans have been finalised.",0.906
Shell,"Waste disposal Thousand tonnes 3,000 1,500 0 Non-hazardous Hazardous 44 Shell Sustainability Report 2023 Sustainability at Achieving net-zero Respecting Sustainability in Our performance Shell Our values emissions nature",0.926
Shell,"Powering lives oil and gas data In 2023, we disposed of 631 thousand tonnes of hazardous waste, compared with 878 thousand tonnes in 2022.",0.954
Shell,"We disposed of 1,619 thousand tonnes of non-hazardous waste in 2023, compared with 1,135 thousand tonnes in 2022.",0.953
Shell,"The increase was primarily caused by higher volumes of water from production and maintenance activities that required disposal at the Shell-operated Scotford Upgrader (Shell interest 10%), Canada, and the ramp-up of low-carbon solutions and other project work.",0.901
Shell,"In total, we disposed of 2,251 thousand tonnes of waste, compared with 2,012 thousand tonnes in 2022.",0.952
Shell,"We also sent 654 thousand tonnes of residual materials for reuse, recycling or use as a raw material in another process.",0.944
Shell,"Our approach to respecting nature Plastics More on Shell websites Our approach Circular economy and waste Water Plastics We will work with our suppliers and contractors to help end plastic waste in the environment By 2030, we will increase the amount of recycled plastic in Shell-branded packaging to 30% and ensure that the packaging we use for our products is reusable or recyclable.",0.924
Shell,"By 2030, we aim to increase the amount of recycled plastic in Shell-branded packaging to 30% and ensure that the packaging we use for our products is reusable or recyclable.",0.914
Shell,"In 2023, 19% of the plastic packaging for Shell-branded car care, food and drink products globally was made from post-consumer recycled material, compared with 8% in 2022.",0.951
Shell,"In Europe, 31% of the plastic used in our Shell Car Care packaging for screenwash, coolant and other products was post-consumer recycled (up from 6% in 2022) and 90% of it was recyclable.",0.95
Shell,"Also in 2023, we launched our first lubricant bottles made from 100% post-consumer recycled plastic for selected premium products produced at our plants in Thailand, India, Indonesia and Malaysia.",0.948
Shell,"In Europe, we introduced jerrycans which use around 27% less plastic and have better recycling potential than the alternative of round pails.",0.91
Shell,"In China, we introduced a 1-litre label-free bottle for motor oil which uses 3% less plastic by weight compared with the standard alternative.",0.94
Shell,"And in North America, our pilot campaign to collect and recycle lubricant containers recovered around 4,260 kg of hard-to-degrade plastic which might otherwise have been deposited in landfills.",0.941
Shell,"In 2023, more than 40% of Shell-owned service stations had eliminated unnecessary single-use plastic including cutlery, straws and stirrers, up Recycling plastic waste as chemical feedstock Shell is helping to develop a viable plastic circular economy.",0.947
Shell,"In 2023, we signed several strategic co-operation agreements with partners to unlock access to plastic waste feedstock and enable long-term storage of pyrolysis oil.",0.952
Shell,Work on our new pyrolysis oil upgrader at the Shell Chemicals Park Moerdijk in the Netherlands continues.,0.928
Shell,"In 2023, we continued to make progress in reducing our consumption of fresh water in highly water-stressed areas.",0.95
Shell,"In 2023, these four facilities consumed 17 millioncubic metres of fresh water, compared with 18 millioncubic metres in 2022.",0.937
Shell,"With this reduction, we achieved our commitment to reduce fresh-water consumption by our facilities in areas of high water stress by 15% compared with our 2018 baseline of 25 millioncubic metres.",0.95
Shell,"The reduction was mainly the result of decreased water use at the Shell Energy and Chemicals Park Singapore following the decommissioning of some processing units, with a smaller reduction at the Pearl GTL facility in Qatar.",0.928
Shell,"In 2023, for all our sites, our overall intake of fresh water increased to 162 millioncubic metres from 148 millioncubic metres in 2022.",0.952
Shell,"The increase was due, in part, to the effects of a fire at the Shell Deer Park chemical plant and increased production at Shell Polymers Monaca in the USA.",0.905
Shell,Fresh water withdrawn by business Million cubic metres 200 c 3 3 2 2 150 2 135 152 50 Sustainability at Achieving net-zero Respecting Sustainability in Our performance Shell Our values emissions nature,0.934
Shell,"Powering lives oil and gas data Fresh water withdrawn by source Percentage 33% c a Surface a b Ground 51% c Public utilities b 16% Of our fresh-water intake in 2023, 33% was from public utilities, such as municipal water supplies.",0.918
Shell,"In addition to our Powering Progress commitment to reduce water consumption in water-scarce areas, we also aimed to assess options for further reduction goals.",0.916
Shell,"In 2021 and 2022, we conducted detailed water use assessments at six major Shell facilities.",0.923
Shell,"By the end of 2023, we had completed detailed assessments against these principles at eight of our downstream and upstream facilities to identify opportunities for improvement.",0.914
Shell,"In 2023, the combined total of hydrocarbons discharged to surface water across all our facilities increased to 1.0 thousand tonnes, compared with 0.9 thousand tonnes in 2022, which was due, in part, to discharges at the Shell Energy and Chemicals Park Singapore.",0.941
Shell,"We disposed of 58 millioncubic metres of produced water in 2023, which is unchanged from 2022.",0.952
Shell,We have built up one of the largest LNG bunkering networks on key shipping routes to enable more customers to use LNG as a fuel.,0.912
Shell,Our sulphur oxide (SOX) emissions in 2023 decreased to 31 thousand tonnes from 37 thousand tonnes in 2022.,0.953
Shell,"Our nitrogen oxide (NOX) emissions in 2023 decreased to 88 thousand tonnes from 93 thousand tonnes in 2022, due, in part, to divestments of Shell-operated Upstream assets in Tunisia and the Philippines and downtime of generators at Shell-operated assets in Trinidad and Tobago.",0.954
Shell,"because of, in part, planned and unplanned production stops at our Shell MDS gas-to-liquids facility in Malaysia.",0.918
Shell,A just transition 49 Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.925
Shell,"A International Energy Agency, SDG 7 Data and Projections, 2023.",0.939
Shell,"In 2022, we acquired Daystar Power, a provider of solar power to businesses in West Africa.",0.943
Shell,"In 2024, we took a further step towards providing access to energy for those without.",0.943
Shell,We pledged 200 millionas part of a broader initiative to help people get access to energy in the near and medium term.,0.956
Shell,"Powering lives oil and gas data Saharan Africa, India and South-east Asia get access to electricity and improved cooking conditions (as defined by the World Bank Multi-Tier Framework).",0.94
Shell,"In 2023, we continued to implement programmes to improve access to energy.",0.952
Shell,"Through these programmes, around 42,000 people in India, Malaysia, the Philippines and South Africa gained access to either electricity or improved cooking conditions.",0.934
Shell,"For instance, in India, we partnered with Care India to promote the use of improved cooking solutions in 25 villages in South Gujarat.",0.928
Shell,"And in Nigeria, we worked with Pact in 2022 and 2023 to help micro-enterprises switch from diesel generators to electric motors to power their businesses.",0.927
Shell,The project enabled a 30% reduction in energy consumption and a 60% increase in recorded income.,0.955
Shell,More in this report Providing lower-carbon electricity Letter from the CEO Our Powering Progress targets More on Shell websites Our approach Working with communities Local employment and enterprise Working with our suppliers Supply chain,0.925
Shell,"In 2023, we worked with around 25,000 suppliers globally.",0.944
Shell,"In 2023, our operated and non-operated ventures spent around 48.6 billionon goods and services from suppliers around the world A .",0.932
Shell,"By the end of 2023, we had signed non-binding memoranda of understanding with eight companies to identify and potentially provide solutions for decarbonisation.",0.909
Shell,Sustainability at Achieving net-zero Sustainability in Our performance Shell Our values emissions Respecting nature,0.929
Shell,Towards zero waste We are working towards achieving zero waste and circularity in our supply chains by reducing waste generated and increasing reuse and recycling in our business.,0.902
Shell,"In 2023, we focused on improving waste management at 12 key facilities in Argentina, Australia, Canada, Qatar and the USA.",0.948
Shell,"In 2023, around 83% of what we spent on goods and services globally was purchased from suppliers based in the same country of operation, also called local procurement.",0.924
Shell,"About 60.7% of our procurement was in Canada, Germany, the Netherlands, the UK and the USA, of which 83% was spent with local suppliers in these countries.",0.914
Shell,"In these countries, Shell companies spent around 90% with local suppliers.",0.927
Shell,"In 2023, our Scotford Complex in Canada signed a Good Neighbour Agreement with the Alexander First Nation and Enoch Cree Nation, and awarded a three-year maintenance contract to an Alexander First Nation joint venture.",0.935
Shell,52 Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.908
Shell,"Powering lives oil and gas data And in the USA, the Women s Business Enterprise National Council named Shell a Top Corporation for Women s Business Enterprises for implementing world-class diversity and inclusion programs that enable growth and innovation, while breaking down barriers for women enterprises .",0.906
Shell,"In 2023, we spent almost 198 millionon social investment, of which 35% was required by government regulations or contractual agreements.",0.953
Shell,We spent the remaining 128.3 million(65%) on voluntary social investment.,0.953
Shell,"In 2023, Shell contributed 11.6 milliontowards disaster relief response across several countries, including 5 milliontowards earthquake relief in Turkey.",0.949
Shell,"Other g Disaster relief 11% c b h Biodiversity i Health j Road safety 15% 13% Around 84.8 millionof our total social investment spend in 2023 was in countries that, according to the UN Development Programme s Human Development Index 2021, have a gross national income of less than 15,000 a year per person.",0.913
Shell,"In 2023, around 25,000 people participated in, and more than 2,800 businesses were supported by, our skills development programmes, which helped more than 1,800 people gain employment and or improve their livelihoods after the training.",0.945
Shell,"In 2023, Shell Live WIRE trained about 3,400 people around the world and helped create more than 1,200 jobs.",0.938
Shell,"The programme supported 1,051 existing businesses and the creation of 196 new businesses, with 38 Shell Live WIRE-supported businesses entering our supply chain in 2023.",0.949
Shell,"In 2023, the programme supported 44 start-ups in Brazil, the Netherlands (as New Energy Challenge), Singapore and the UK.",0.931
Shell,"In 2023, in the UK, our year-long Girls in Energy course taught some 230 young women about energy and career opportunities in the energy industry.",0.938
Shell,"And in Kazakhstan, we signed a non-binding memorandum of understanding with the Ministry of Education to strengthen co-operation in promoting critical, creative and systemic thinking by using the NXplorers methodology.",0.939
Shell,"The businesses in which Shell has interests employed more than 2,500 people directly in 2023 and provided jobs for many others in supplier networks.",0.942
Shell,"In 2023, the Shell Petroleum Development Company joint venture (SPDC JV), Shell Nigeria Exploration and Production Company (SNEPCo) and Shell Nigeria Gas (SNG) awarded 1,163 contractsto Nigerian-registered companies.",0.942
Shell,Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.925
Shell,"In 2023, SPDC and SNEPCopaid 1.09 billionin royalties and corporate taxes to the Nigerian government (SPDC 442 million, SNEPCo 649 million) C .",0.939
Shell,"Between them, the SPDC JV, SNEPCo and SNG also contributed 42.2 millionin direct social investment.",0.944
Shell,"Social investment was mainly in projects related to community, health, education, road safety and enterprise programmes.",0.922
Shell,"In 2023, the SPDCJV, SNEPCo and SNG invested 3 million in education programmes.",0.952
Shell,"More than 3,450 secondary school grants, 3,772 university grants and 1,062 cradle-to-career scholarship grants have been awarded since 2016.",0.908
Shell,"In 2022, the SPDC JV transitioned from its existing global memorandum of understanding agreements to Host Communities Development Trusts (HCDTs) in accordance with the provisions of the Petroleum Industry Act of 2021.",0.929
Shell,"By 2023, 27 of the 33 HCDTs had been incorporated.",0.924
Shell,"In 2022, Shell acquired Daystar Power, a provider of solar power to businesses in West Africa.",0.948
Shell,"In January 2024, Shell announced the sale of SPDC.",0.917
Shell,Shell is working towards achieving 35% representation of women in our senior leadership positions by 2025 and 40% by 2030.,0.939
Shell,"By 2030, we will make our global network of service stations more inclusive and accessible to customers with physical disabilities.",0.913
Shell,"As of December 31, 2023, 42% of Shell plc s Board members were women, compared with 55% in 2022.",0.901
Shell,"Representation of women on the Executive Committee rose to 43% at the end of December senior leadership were women, up from 30% in 2022.",0.952
Shell,"In support of the 2023 Parker Review recommendations, by 2027, Shell aims to achieve 15% ethnic minority representation in its senior management A .",0.906
Shell,"In 2023, the response rate to quartile in comparison with external benchmarks.",0.91
Shell,"In 2023, all our employees had access to an independent channel to raise their employment concerns or grievances.",0.922
Shell,"In 2023, we worked closely with Ipieca to co- create a programme to improve ethical recruitment and worker engagement in the oil and gas industry, which will be piloted in 2024.",0.915
Shell,"In 2023, we worked with bp, Equinor and Ørsted to improve the rights and welfare of migrant workers in our supply chains.",0.942
Shell,"At our Shell Energy and Chemicals Park Singapore, we conducted a survey of more than 400 workers employed by 15 contractor partners, which was held over four days in seven languages.",0.914
Shell,The initiative resulted in improvements to dormitories and rest areas and the construction of safe bridges and walkways.,0.948
Shell,"In 2023, we remedied late payment of contractor workers salaries in Nigeria.",0.954
Shell,"In 2023, senior executives from Shell s 23 major global contractors joined Shell executives in Norway for our annual Contractor Safety Leadership workshop.",0.907
Shell,"Also in 2023, leadership teams from 25 Shell joint ventures and companies newly acquired by Shell met in the Netherlands to discuss topics such as worker welfare and to affirm support for industry efforts on worker welfare.",0.917
Shell,"About 1,750 employees had completed the training between its launch in 2021 and the end of 2023, which is 94% of those assigned the training.",0.915
Shell,"In 2023, we received feedback at 80 sites in 26 countries.",0.941
Shell,"In 2023, community engagement practitioners resolved 77% of the complaints, requests and questions we received.",0.945
Shell,Resolved within 31 to 60 days e,0.909
Shell,Resolved within more than 60 days f Complaints in progress at the end of December 2023,0.941
Shell,"In 2023, we increased the number of sites with community feedback mechanisms aligned with the criteria from 16 to 20.",0.952
Shell,"In Canada, Shell s Scotford Complex signed a Good Neighbour Agreement with its two closest indigenous communities, the Enoch Cree Nation and the Alexander First Nation.",0.924
Shell,We suspended our activities to allow local experts to excavate and find out more.,0.937
Shell,"In 2023, the partners launched an agricultural assistance programme to help restore the living standards and livelihoods of the affected households.",0.943
Shell,"In 2023, we helped develop a new Ipieca guide for fishing baselines to identify, avoid or mitigate the potential impacts of offshore projects on fishing livelihoods and dependent communities.",0.916
Shell,Sustainability at Achieving net-zero Sustainability in Our performance Shell Our values emissions Respecting nature,0.929
Shell,"In 2023, we made progress in supporting a just transition across a range of themes, including skills training, trialling a new model to share profits with local communities and improving energy access.",0.952
Shell,"In 2023, around 6,900 Shell employees up from around 4,000 in 2022 completed courses linked to the energy transition, including hydrogen production, carbon capture and storage, and greenhouse gas and energy management.",0.953
Shell,"In the UK, we aim to help 15,000 people into jobs with a focus on the energy transition by 2035.",0.93
Shell,"Communities At our Pottendijk wind and solar power park in the Netherlands, which opened in 2023, we are sharing the proceeds of the renewable energy we generate.",0.919
Shell,"In 2024, we pledged 200 millionas part of a broader initiative to help people get access to energy in the near and medium term.",0.95
Shell,"In Nigeria, Shell-funded investment company All On has agreed toinvest 11 millionin 25 mini-grid projectsacross the country.",0.93
Shell,P stesffo dna slavomer nobra C Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.918
Shell,Powering lives oil and gas data Energy use Mobility Commercial Marine Aviation Industrial Commercial road transport Value enhanced by trading and optimisation 65 Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.916
Shell,We continue to make progress in reducing the greenhouse gas emissions from our oil and gas operations.,0.945
Shell,"In 2023, we implemented projects to reduce flaring at our Pearl GTLgas-to-liquids facility in Qatar, increase electrification of our sites in Canada and the Netherlands, and vent less methane at our QGC facility in Australia.",0.953
Shell,"We are growing our portfolio by a third with around 11 milliontonnes a year of new LNG capacity under construction, which will come on stream in the second half of this decade.",0.92
Shell,"In 2023, we delivered first gas from the Timi unmanned platform (Shell interest 75%) off the coast of Sarawak in Malaysia.",0.945
Shell,"Our latest Shell-operated development, Vito (Shell interest 63.1%), started production in 2023.",0.945
Shell,"Sparta will also feature all-electric topside compression equipment, significantly reducing greenhouse gas intensity and emissions from our own operations.",0.931
Shell,Sustainability at Achieving net-zero Sustainability in Our performance Shell Our values emissions Respecting nature,0.929
Shell,Shell ended offshore exploration drilling operations in Alaska in 2015.,0.948
Shell,"In 2023, we started gas production at the unmanned Timi (Shell interest 75%) offshore platform in Malaysia, which is powered by solar and wind energy and is around 60% lighter than a conventional wellhead platform powered by oil and gas.",0.93
Shell,"In the US Gulf of Mexico, our latest Shell-operated development, Vito (Shell interest 63.1%), started production in 2023.",0.937
Shell,"Sparta will also feature all-electric topside compression equipment, significantly reducing greenhouse gas intensity and emissions from our own operations.",0.931
Shell,"During the year, we were awarded Gold Standard status for our OGMP 2.0 reporting for the third consecutive year.",0.941
Shell,The aim is to capture more than 90% of the gas by 2028.,0.913
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,About our data 71 Our standards and policies 72 Our Powering Progress targets 73 Safety data 76 Greenhouse gas and energy data 83 Other environmental data 87 Social data 92 Reconciliation of non-GAAP financial measures 69 Shell Sustainability Report 2023,0.9
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,"Powering lives oil and gas data About our data We began reporting voluntarily on our environmental, safety and social performance with the first Shell Report for 1997.",0.915
Shell,"A We are transitioning to our new Safety, Environment and Asset Management (SEAM) Standards, which come into effect from July 1, 2024.",0.911
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Routine Methane Halving Scope Eliminating Maintain methane emissions B flaring emissions C 1 and 2 emissions routine flaring emissions intensity by 2030 B from upstream below 0.2% and reduction tonnes hydrocarbons control by 2025 E methane emissions Emissions from the products we sell (Scope 3) Target Ambition Target Ambition Net carbon intensity (NCI),0.908
Shell,New ambition F Net carbon intensity (NCI) Oil products ambition F First performance metric Introducing a range of 15 20% Reduce customer emissions from 6.3% to be reported in 2024 for our target to reduce NCI the use of our oil products by B Operational control boundary.,0.949
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Health Total recordable occupational illness Number per million A There were seven COVID-19 related employee occupational illnesses in 2023.,0.933
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Carbon offsets were included in the total estimated GHG emissions covered by the Net Carbon Footprint calculation.,0.937
Shell,I The carbon intensity of biofuels reflects the global average for biofuels sold by Shell for 2023.,0.91
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,I 2023 methane emissions were converted to CO 2 equivalents using GWPs from the IPCC Fifth Assessment Report.,0.953
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,B We estimated the uncertainty of our 2023 Scope 2 GHG emissions to be around 8% for the market-based method and 7% for the location-based method.,0.9
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,"e tonne A In tonnes of Scope 1 and Scope 2 GHG emissions per tonne of oil and gas available for sale, liquefied natural gas and gas-to-liquids production in Integrated Gas and Upstream.",0.924
Shell,"In kilograms of Scope 1 and Scope 2 GHG emissions per boe of oil and gas available for sale, liquefied natural gas and gas-to-liquids production in Integrated Gas and Upstream.",0.931
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Powering lives oil and gas data Scope 3 GHG emissions,0.946
Shell,"E Estimated emissions from the transport and distribution of sold own oil products, crude oil, liquefied natural gas, gas-to-liquids, natural gas and biofuels.",0.941
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,D Carbon credits retired in relation to sales of non-energy products and Shell s internal activity like corporate travel.,0.947
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Powering lives oil and gas data Employees (UK only) % of those who self-identified J K,0.9
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,D All graduate hires provided data or declared their gender in 2023.,0.934
Shell,E 0.1% of experienced hires did not provide data or chose not to declare in 2023.,0.931
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Social investment A Estimated social investment spend (equityshare) in lower-,0.909
Shell,Social investment and contracting and procurement data collected via our financial system.,0.934
Shell,Our Sustainability at Achieving net-zero Sustainability in performance Shell Our values emissions Respecting nature,0.94
Shell,Total spend on goods and services million,0.95
Shell,Taxes paid and collected million Consolidated Statement of Cash Flowsin our Annual Report and Accounts 2023.,0.936
Shell,Cash capital expenditure 2023 million Renewables Integrated Chemicals and and Energy Gas Upstream Marketing Products Solutions Corporate Total Investments in joint ventures and A See Consolidated Statement of Cash Flows.,0.907
Shell,Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.925
