text,label
The business acknowledges ongoing expectations to improve sustainability practices.,0
"As part of its strategic review, the company considers sustainability-related inputs.",0
The organisation continues to communicate its sustainability ambitions to stakeholders.,0
The business frames sustainability as an evolving area of focus.,0
The company discusses sustainability considerations within its broader business context.,0
The organisation highlights the importance of responsible business conduct.,0
The business continues to align its sustainability narrative with corporate values.,0
The company recognises sustainability as an important dimension of resilience.,0
The company continues to evolve its sustainability thinking in response to changing environmental and societal dynamics.,0
"As part of its ongoing review process, the organisation is reassessing how sustainability considerations are reflected in business decisions.",0
The business emphasises the importance of maintaining flexibility in its sustainability approach as external conditions change.,0
"In recognition of emerging challenges, the company is broadening internal conversations around sustainability priorities.",0
The organisation views sustainability as a journey that requires continuous learning and adaptation.,0
The business acknowledges that sustainability expectations vary across regions and stakeholders.,0
The company is working to ensure that sustainability considerations remain embedded in strategic discussions.,0
"As part of its corporate narrative, the organisation reflects on the role of sustainability in long-term success.",0
The business continues to strengthen its understanding of sustainability-related risks and opportunities.,0
The company recognises that achieving sustainability outcomes requires collaboration across the value chain.,0
The organisation is enhancing internal alignment on sustainability objectives and principles.,0
The business highlights sustainability as an important lens through which future challenges are assessed.,0
"As expectations continue to evolve, the company is refining how it communicates sustainability topics.",0
The organisation considers sustainability to be an integral component of responsible business conduct.,0
The business acknowledges that sustainability performance must be contextualised within industry realities.,0
The company continues to engage in dialogue around sustainability with a broad range of stakeholders.,0
"As part of its strategic planning cycle, the organisation considers sustainability-related inputs.",0
"The business recognises the interconnected nature of environmental, social, and governance issues.",0
The company frames sustainability as a key consideration in navigating long-term uncertainty.,0
The organisation remains attentive to emerging sustainability trends and developments.,0
The business acknowledges the complexity involved in translating sustainability ambitions into action.,0
The company continues to refine its sustainability messaging to ensure clarity and consistency.,0
"As part of its internal governance processes, the organisation discusses sustainability oversight.",0
The business views sustainability as an ongoing area of focus rather than a fixed destination.,0
The company recognises the importance of aligning sustainability efforts with overall business strategy.,0
The organisation continues to build internal awareness of sustainability-related topics.,0
The business acknowledges that progress on sustainability may vary across different parts of the organisation.,0
The company positions sustainability as a shared responsibility across teams and functions.,0
"As part of its reporting approach, the organisation provides qualitative context on sustainability matters.",0
The business recognises sustainability as a factor influencing long-term resilience.,0
The company continues to assess how sustainability expectations may influence future operations.,0
The organisation frames sustainability as an evolving area shaped by regulatory and market forces.,0
The business highlights the role of leadership in fostering a sustainability-oriented culture.,0
The company acknowledges that sustainability challenges require long-term commitment.,0
"As part of its broader outlook, the organisation reflects on sustainability-related considerations.",0
The business continues to explore how sustainability can support value creation.,0
The company recognises sustainability as an important dimension of corporate responsibility.,0
The organisation continues to monitor sustainability-related developments globally.,0
The business frames sustainability as an integral part of its corporate ethos.,0
The company acknowledges that sustainability priorities may shift over time.,0
"As part of its internal reviews, the organisation considers sustainability implications.",0
The business recognises that sustainability outcomes depend on multiple external factors.,0
The company continues to articulate its sustainability perspective to stakeholders.,0
The organisation views sustainability as a dynamic and multifaceted topic.,0
The business acknowledges that sustainability performance should be assessed holistically.,0
The company frames sustainability as a long-term consideration rather than a short-term objective.,0
The organisation continues to align sustainability discussions with broader corporate themes.,0
The business recognises the importance of context when discussing sustainability topics.,0
The company positions sustainability as an area of ongoing attention.,0
The company has programmes in place to manage environmental risks across its operations.,0
The organisation maintains systems to support operational reliability and safety.,0
Policies are implemented to guide environmental and safety practices.,0
The business has established procedures to manage spill prevention efforts.,0
Operational controls are designed to support safe facility performance.,0
The company follows internal processes to monitor environmental compliance.,0
Management systems are used to oversee health and safety risks.,0
The organisation has frameworks in place to manage sustainability-related risks.,0
Routine maintenance programmes support the integrity of assets and infrastructure.,0
The business applies standard operating procedures to manage operational hazards.,0
Environmental management practices are embedded within daily operations.,0
The company maintains internal controls to oversee emissions-related activities.,0
Processes are in place to identify and manage potential environmental impacts.,0
The organisation applies risk-based approaches to asset management.,0
Safety management systems guide incident prevention activities.,0
The business follows established protocols for environmental monitoring.,0
Operational practices are designed to align with regulatory requirements.,0
The company uses internal guidelines to manage water-related risks.,0
Environmental considerations are integrated into operational decision-making.,0
The organisation maintains procedures to support responsible waste management.,0
Programmes are established to oversee pipeline inspection activities.,0
The business applies maintenance standards to support equipment reliability.,0
The company has governance processes to oversee sustainability initiatives.,0
Operational policies guide environmental risk management activities.,0
"Systems are in place to manage health, safety, and environmental performance.",0
The organisation maintains procedures to address potential operational incidents.,0
Environmental risk assessments are conducted as part of routine operations.,0
The business applies internal standards for asset integrity management.,0
The company has processes to support responsible resource use.,0
Operational guidelines are used to manage energy-related activities.,0
The organisation maintains frameworks to oversee environmental compliance obligations.,0
Procedures are in place to guide incident response planning.,0
The business follows established practices for managing operational risks.,0
Environmental management systems support oversight of site-level activities.,0
The company applies structured approaches to safety risk management.,0
Operational processes are designed to support regulatory compliance.,0
The organisation maintains policies to guide sustainability governance.,0
Risk management practices are embedded across operational functions.,0
The business has controls in place to oversee environmental monitoring activities.,0
Procedures are followed to manage potential safety hazards.,0
The company maintains systems to support environmental oversight.,0
Operational management practices guide sustainability-related activities.,0
The organisation applies internal processes to manage compliance risks.,0
Environmental considerations are reflected in operational planning processes.,0
The business maintains protocols to support safe operations.,0
The company follows structured approaches to managing environmental risks.,0
Operational systems are designed to support responsible operational practices.,0
The organisation maintains governance structures for sustainability oversight.,0
Processes are in place to support asset reliability and operational safety.,0
The company has established processes to manage environmental and operational risks.,0
The organisation maintains internal systems to support safety and reliability.,0
Operational procedures guide the management of environmental impacts.,0
The business applies governance frameworks to oversee sustainability activities.,0
Environmental management responsibilities are assigned across operational teams.,0
The company follows structured processes for managing operational hazards.,0
Risk management systems support oversight of environmental issues.,0
The organisation maintains protocols to manage health and safety considerations.,0
Operational guidelines are used to support environmental compliance.,0
The business has processes in place to oversee asset integrity.,0
Environmental policies guide decision-making across operations.,0
The company applies standard procedures to manage spill prevention activities.,0
Governance structures support oversight of sustainability-related matters.,0
Operational controls are maintained to manage environmental risks.,0
The organisation follows established practices for safety management.,0
Procedures are used to guide environmental monitoring activities.,0
The business applies internal frameworks for managing regulatory obligations.,0
Environmental considerations are incorporated into operational processes.,0
The company maintains systems to oversee safety-related activities.,0
Operational planning includes consideration of environmental factors.,0
The organisation has mechanisms in place to manage compliance risks.,0
Environmental management systems support operational oversight.,0
The business applies risk-based approaches to operational management.,0
Procedures guide the handling of environmental incidents.,0
The company follows internal policies to manage sustainability topics.,0
Operational practices are aligned with environmental governance frameworks.,0
The organisation maintains processes to oversee waste management activities.,0
Risk assessments are conducted as part of operational management.,0
The business has established protocols to manage environmental risks.,0
Environmental responsibilities are defined within operational roles.,0
The company applies management systems to oversee environmental performance.,0
Operational controls are used to manage safety considerations.,0
The organisation follows procedures to manage environmental compliance.,0
Governance processes support sustainability oversight.,0
The business maintains internal standards for environmental management.,0
Environmental considerations are integrated into routine operations.,0
The company has systems in place to oversee operational risks.,0
Operational frameworks guide sustainability-related activities.,0
The organisation maintains processes to support regulatory compliance.,0
Environmental monitoring activities follow established protocols.,0
The business applies internal controls to manage environmental risks.,0
Operational policies guide safety and environmental management.,0
The company maintains procedures to manage resource-related activities.,0
Risk management practices support environmental oversight.,0
The organisation applies structured approaches to sustainability governance.,0
Operational systems support the management of environmental issues.,0
The business follows defined processes for safety oversight.,0
Environmental policies inform operational practices.,0
The company maintains governance structures to oversee environmental management.,0
Processes are used to manage environmental and operational considerations.,0
The company has programmes in place to manage greenhouse gas emissions.,0
The company reduced greenhouse gas emissions by 18% compared to the 2022 baseline.,1
The organisation maintains systems to monitor energy consumption.,0
The organisation reduced total energy consumption by 12% in 2023.,1
Operational procedures guide water management practices.,0
Water withdrawal intensity decreased by 22% relative to the 2019 baseline.,1
The business applies policies to support waste management.,0
The business diverted 91% of operational waste from landfill in 2023.,1
The company has processes in place to support renewable energy sourcing.,0
Renewable electricity accounted for 68% of total electricity use in 2023.,1
Environmental considerations are integrated into logistics planning.,0
Logistics-related emissions declined by 9% following route optimisation.,1
The organisation maintains systems to oversee supplier sustainability.,0
Supplier sustainability audits covered 87% of Tier 1 suppliers in 2023.,1
The business follows procedures to manage spill prevention.,0
Spill incidents declined by 26% compared to the previous reporting year.,1
The company applies maintenance programmes to support asset reliability.,0
Unplanned equipment failures decreased by 15% year over year.,1
The organisation has frameworks to manage methane emissions.,0
Methane emissions intensity fell below 0.2% in 2023.,1
The business has policies to guide deforestation risk management.,0
The company sourced 100% deforestation-free palm oil in 2023.,1
Environmental monitoring systems are used across operations.,0
Air pollutant emissions were reduced by 14% through process upgrades.,1
The company maintains procedures to oversee packaging practices.,0
Recycled content reached 52% across consumer-facing packaging.,1
The organisation applies governance structures for climate oversight.,0
The board approved science-based climate targets aligned with a 1.5°C pathway.,1
Operational controls guide refrigerant management activities.,0
Refrigerant-related emissions declined by 19% following equipment upgrades.,1
The business follows protocols to manage water-related risks.,0
Water reuse systems supplied 31% of total process water at key sites.,1
The company has systems to manage employee health and safety.,0
Lost time injury frequency decreased by 24% compared to 2021.,1
Environmental risk assessments are conducted for key assets.,0
Climate risk assessments were completed for 100% of critical assets.,1
The organisation maintains programmes to support biodiversity protection.,0
"The company restored 1,500 hectares of degraded land in 2023.",1
Operational planning includes consideration of energy efficiency.,0
Energy efficiency initiatives saved 24 million kWh during the reporting year.,1
The business applies standards to oversee supplier labour practices.,0
Functional worker-management committees covered 89% of Tier 1 suppliers.,1
The company maintains internal controls for emissions reporting.,0
Emissions data was independently verified by a third-party auditor.,1
Procedures guide incident response preparedness.,0
Emergency response drills achieved a 100% completion rate in 2023.,1
The organisation follows policies to manage plastic use.,0
Single-use plastic was eliminated from secondary packaging in 2023.,1
The business has frameworks to oversee sustainability investments.,0
The company invested $45 million in emissions reduction initiatives.,1
The company applies systems to monitor fleet efficiency.,0
Low-emission vehicles represented 48% of the corporate fleet.,1
Environmental considerations are included in capital planning.,0
Capital investments enabled a 14% reduction in operational emissions.,1
The organisation maintains governance processes for ESG oversight.,0
Executive remuneration was linked to emissions reduction performance.,1
Operational policies guide waste handling practices.,0
Hazardous waste incidents were reduced to zero in 2023.,1
The company follows procedures to manage renewable projects.,0
On-site solar capacity increased by 40 megawatts in 2023.,1
The business applies frameworks to oversee community engagement.,0
Community investment reached £5.6 million during the reporting year.,1
The organisation maintains systems to support workforce training.,0
"Employees completed 120,000 hours of sustainability-related training.",1
Environmental planning considers land-use impacts.,0
Biodiversity action plans were implemented across 18 project sites.,1
The company applies risk-based approaches to pipeline management.,0
Pipeline inspection coverage reached 100% of regulated assets.,1
The organisation has processes to manage air quality risks.,0
Nitrogen oxide emissions were reduced by 16% in 2023.,1
The business maintains controls for water stewardship.,0
Water stress mitigation measures were implemented at 18 locations.,1
The company applies sustainability criteria to procurement.,0
Sustainable materials represented 68% of total material inputs.,1
Operational systems guide carbon capture activities.,0
"Carbon capture projects captured 390,000 tonnes of CO2 in 2024.",1
The organisation maintains procedures to manage safety performance.,0
Recordable safety incidents declined by 18% year over year.,1
The business applies frameworks to oversee emissions targets.,0
The company met its interim emissions reduction target in 2023.,1
Environmental governance structures support decision-making.,0
The sustainability committee met quarterly to review performance metrics.,1
The company follows protocols to manage resource efficiency.,0
Packaging weight per unit sold decreased by 10% in 2023.,1
The organisation maintains systems for monitoring workforce diversity.,0
Women represented 58% of senior management positions in 2024.,1
The business applies standards to manage data integrity.,0
Independent assurance confirmed reported emissions reductions.,1
The company has programmes to manage environmental compliance.,0
Full compliance with new environmental regulations was achieved in 2023.,1
Operational frameworks support sustainability strategy execution.,0
The company achieved a 14% reduction in process-related emissions.,1
The company made progress toward reducing operational emissions during the reporting year.,1
Steps were taken to improve energy efficiency across key facilities.,1
The organisation advanced its efforts to lower carbon intensity in core operations.,1
Emissions reduction initiatives were implemented across multiple business units.,1
The company continued to reduce its environmental footprint through targeted actions.,1
Operational practices were adjusted to support lower greenhouse gas emissions.,1
The business achieved measurable improvements in energy performance.,1
Actions taken during the year contributed to a reduction in overall emissions.,1
The organisation strengthened its approach to managing climate-related impacts.,1
Sustainability initiatives resulted in lower resource consumption across operations.,1
The company improved environmental performance through operational optimisation.,1
Progress was made in reducing emissions associated with logistics activities.,1
The business implemented measures that contributed to improved energy outcomes.,1
Operational changes supported continued reductions in environmental impact.,1
The organisation reported improvements in emissions management practices.,1
Efforts undertaken during the year led to lower energy-related emissions.,1
The company delivered improvements aligned with its emissions reduction objectives.,1
Environmental initiatives contributed to reduced resource intensity.,1
The business achieved reductions in operational environmental pressures.,1
Actions to improve sustainability performance were executed across operations.,1
The organisation advanced implementation of its emissions reduction plans.,1
The company reported positive outcomes from energy efficiency initiatives.,1
Operational efficiencies resulted in lower environmental impact.,1
The business reduced emissions through enhanced operational controls.,1
Improvements in processes supported better environmental performance.,1
The organisation recorded progress in managing greenhouse gas emissions.,1
Sustainability measures contributed to improved emissions outcomes.,1
The company continued to deliver against its environmental performance goals.,1
Operational initiatives supported reductions in energy use.,1
The business achieved improved emissions outcomes through targeted actions.,1
Environmental performance improved as a result of operational initiatives.,1
The organisation reduced emissions associated with core business activities.,1
Progress was achieved in lowering energy consumption across facilities.,1
The company reported improved efficiency in energy-intensive operations.,1
Operational improvements led to reduced environmental impact.,1
The business implemented actions that reduced emissions intensity.,1
Environmental initiatives delivered tangible improvements in performance.,1
The organisation advanced its sustainability objectives through operational measures.,1
The company reduced emissions through changes in operational practices.,1
Efficiency measures resulted in lower energy-related emissions.,1
The business made progress in managing its environmental footprint.,1
Operational performance improvements supported emissions reduction efforts.,1
The organisation achieved improvements aligned with climate-related objectives.,1
Actions undertaken during the period contributed to improved sustainability outcomes.,1
The company continued to reduce environmental impacts through efficiency measures.,1
Operational initiatives resulted in measurable environmental improvements.,1
The business achieved positive environmental outcomes from sustainability actions.,1
The organisation reported continued progress on emissions-related initiatives.,1
