company,claim_text,confidence
Shell,Plans are 70 Control emissions underway to implement a second system with the potential to increasing total reverse osmosis capacity and directing the Protect equipment from corrosion extra recovered water to cooling tower makeup to Purify products (as stripping steam) supplement water that evaporates or is otherwise lost during a cooling cycle.,0.907
Shell,"Currently, three of MPC s operating withdrawal intensity by 18% since 2016.",0.947
Shell,"In 2024, we continued our FRESHWATER WITHDRAWAL 2 refineries El Paso, Texas Salt Lake City, Utah and Los Angeles, companywide Focus on Water program to further assess water California plus one renewable fuels facility Martinez, California 1 Water Limits use, understand and mitigate water risks, and identify opportunities are located in water-stressed regions as defined by the Global Actual water usage and discharges are to reduce water use.",0.913
Shell,"As a result, projects from this program at our Reporting Initiative (GRI) and World Resources Institute assessment tracked against known limits.",0.837
Shell,To help conserve water in these regions and across MPC savings estimated at more than 500 million gallons annually.,0.951
Shell,"15 million gallons saved annually by rerouting a refineries, our refining teams create site-specific plans that use 2 Accounting Across the company, we continued to further align water large stream of wastewater from a waste-heat aspects of a nine-element guidance framework.",0.948
Shell,"Every refinery has designated engineers who 3 100 million gallons saved annually by identifying Mutually beneficial opportunities are sought Hydrostatic tests are used throughout our operations to test serve as water coordinators, have established baselines for and repairing eight steam leaks in the main steam to reduce water demands and costs and storage tank and pipeline integrity.",0.827
Shell,"Detroit, Michigan, refinery Impacts we are avoiding water use by leveraging alternative technologies 4 140 million gallons saved annually by utilizing a To help mitigate local water risks, we engage community Water-related business and compliance and processes in place of hydrostatic tests.",0.929
Shell,Natural Gas and NGL Services saved 2.7 million as boiler feed water.,0.954
Shell,"the local water supply and planning for future changes in water gallons of fresh water by using and returning quality, availability, pricing and regulation.",0.881
Shell,assessed based on impact to the company 20 million gallons saved annually by optimizing and community.,0.95
Shell,steam management to recover additional Water Supply Organizations We Support condensate streams.,0.886
Shell,"Crude Oil and Products Logistics saved over 29 Galveston Bay, Texas, refinery Brazos River Authority (Texas) million gallons of fresh water by replacing 133 million gallons saved annually by optimizing California Council for Environmental and Economic Balance 7 Opportunities hydrostatic tests on storage tanks with the use of makeup water usage in the wet gas scrubber unit.",0.954
Shell,"Opportunities are identified and applied to phased-array ultrasonic testing, X-ray inspections, Far West Texas Water Planning Group meet water targets and goals and improve magnetic particle examination and volumetric weld Martinez Renewable Fuels performance relative to benchmarking.",0.912
Shell,Gulf Coast Water Authority (Texas) 70 million gallons saved annually by reducing water used in the pretreatment facility to remove New Mexico Produced Water Research Consortium Monitoring and Performance 8 contaminants from feedstocks.,0.953
Shell,The Los Angeles refinery was awarded 20 million gallons saved annually by replacing a a 2024 Solenis Sustainability Award for steam turbine with a more energy efficient electric Commitment and Engagement 9 Expectations of water targets and goals are cooling-water modifications projected to save motor.,0.949
Shell,357 million gallons of fresh water per year.,0.95
Shell,"clearly communicated, and resources for 74% successful implementation are assigned.",0.757
Shell,of fresh water withdrawn from nonwater-stressed areas 1 1 World Resources Institute Aqueduct Water Risk Atlas 2 Freshwater volumes are projected annualized savings.,0.93
Shell,"Full cathodic protection practices and emergency response. identify and respond to integrity threats to our pipeline rigorously controlled steps, including but not limited to inspections are conducted annually to verify that our systems systems.",0.832
Shell,We prioritize areas where a spill from a pipeline could restoration.,0.904
Shell,"land movement and pipeline impact, and targeted make repairs and implement additional risk mitigation corrosion, cracks, dents, operator error, manufacturing remediation efforts grounded in industry best practices.",0.874
Shell,"In-line inspection tools travel through pipelines, scanning and measuring a pipe s walls for signs of dents, corrosion or In 2024, we shared advancements in new in-line inspection cracking.",0.922
Shell,once every seven years for gas transmission pipelines.,0.852
Shell,"Additionally, we piloted innovative magnetic, drone-based 15.3 million invested to modernize pipeline technology for pipeline locating at waterway crossings and Above-ground inspections involve visually inspecting pipeline assets, including adding permanent means of 132 for assessing strain based on pipe deflection.",0.955
Shell,"in 2024 sonar equipment to inspect underwater pipelines to Monitoring and Detection determine whether erosion and water channel changes could Pipeline pressure, flow and volume are monitored 24 7 by impact the integrity of the pipe.",0.913
Shell,"Table of Contents Overview Advance Environmental Stewardship Empower Our People Engage Stakeholders and Communities Execute with Integrity Appendix Additional Resources 20 Innovating with New Technologies By evolving our spill prevention and preparedness strategies, MARINE INTEGRITY MANAGEMENT",0.793
Shell,"To meet these challenges, we deploy a comprehensive vetting and inspection program to minimize In 2024, we expanded the use of Flyscan, artificial intelligence impacts to the public, wildlife and the environment.",0.936
Shell,(AI)-driven right-of-way threat and leak detection technology.,0.927
Shell,Our collaboration with Flyscan regulations and global Port State Control organizations like the U.S. Coast Guard.,0.89
Shell,regulatory watch lists such as the Paris Memorandum of Understanding black list.,0.926
Shell,We ve also begun leveraging the Control.,0.913
Shell,"In 2024, the ILI tool successfully inspected two inspections that address issues associated with safety and pollution prevention measures.",0.889
Shell,"Through continuous improvement and investment in our response EMERGENCY PREPAREDNESS Emergency Strike Team A stand-alone response management In fall 2024, our Florida terminals were threatened by two capabilities, we can effectively minimize and mitigate impacts team capable of supplementing, relieving or taking command in a major hurricanes Milton (Category 3), and Helene (Category EXERCISES on people and the environment in the event of an incident.",0.907
Shell,"response plans in place, tailored to the unique risks of each Our CERT members and other emergency mapping during an incident.",0.925
Shell,"injuries, no environmental or product quality impact and local and tribal responders, such as the U.S. terminal operations resumed quickly.",0.945
Shell,supplied to markets during challenging times.,0.855
Shell,practices and resources across the company.,0.81
Shell,and recycling waste generated throughout our operations.,0.92
Shell,"Waste management and minimization plans In addition to our contractor selection requirements and We deploy alternative methods to recapture waste are in place across MPC and MPLX operating locations and help supplier selection process, we maintain a thorough Waste 23 million invested in methods and as a resource to manufacture new materials.",0.882
Shell,performance of waste disposal and recycling vendors before paper and recycling spent catalyst for use in steel we will conduct business with them.,0.88
Shell,"Centrifuging to separate water, oil and solids to reduce the operations.",0.934
Shell,"Spent Caustic Reuse preparedness Record-keeping Thermal separation to recapture oil vapors so that they can In 2024, about 19,000 tonnes of spent caustic from Employee training Storage be condensed back to the liquid phase.",0.919
Shell,"our refineries was reused by the paper goods ELECTRONICS RECYCLING Handling Thermal desorption to recover and return hydrocarbons to industry, reducing the need for newly manufactured Tracking the refining process as feedstocks, remove hazardous chemical inputs, and the associated emissions, to Labeling Transporting characteristics of waste and reduce the total volume of waste.",0.951
Shell,"Reducing our electronic waste (e-waste) saves Coker injection to recover and recycle oil waste as feedstock Spent Catalyst Reuse and Recycling energy, and proper disposal keeps toxins from and solid waste to become petroleum coke.",0.929
Shell,"In 2024, MPC and MPLX We aim to recycle all spent catalyst discarded from recycled over 220,000 pounds of e-waste MPC refining hydroprocessing units.",0.931
Shell,"In 2024, over 13,000 tonnes, or nearly all, spent catalyst from MPC refining hydroprocessing units were reused or reclaimed.",0.952
Shell,"We are committed to maintaining open and ongoing dialogue with stakeholders near Our refineries have flare-reduction programs that help minimize THE ROAD TO REDUCING NITROGEN OXIDE EMISSIONS our operations on important topics, including air quality.",0.883
Shell,We are flaring and enable efficient combustion.,0.883
Shell,"From 2017 through 2024, this approach helped us reduce Minimizing Fugitive Emissions Investing in the Los Angeles Refinery criteria pollutant emissions by 29%.",0.942
Shell,"Across MPC and MPLX operations, we utilize acoustic imaging Our Los Angeles, California, refinery made further progress in 2024 toward completing a multiyear transformation of cameras, also known as FLUKE Imagers, to quickly and the facility that is expected to lower site-wide emissions of nitrogen oxides by 20%, striving for a total reduction of accurately detect air, gas and vacuum leaks in compressed air 49% from 2017 levels.",0.946
Shell,"Work moved forward on replacing six existing boilers with two new, high-pressure boilers that Companywide Criteria Pollutant Emissions systems and confirm that leak repairs are effective.",0.949
Shell,"distinctive sounds of leaks, even in noisy environments.",0.87
Shell,"Additionally, we advanced an effort to install overhead electric transmission lines that will connect the refinery s Additionally, advanced monitoring technologies, such as Carson and Wilmington operations and enable the retirement of two 40-year-old cogeneration (combined heat and 2017 59 satellite imagery, flyovers and drones, also are employed to power generation) units, creating more reliable and efficient operations.",0.954
Shell,The refinery s overall transformation is scheduled to be finished by the end of 2025.,0.898
Shell,"Along with lowering air 2018 54 Lowering VOCs emissions, the improvements are expected to reduce energy consumption and lower water use by approximately 375 million gallons a year.",0.937
Shell,"Through MPLX s Focus on Methane program, we have 2019 50 implemented measures that have achieved significant methane emissions reductions.",0.929
Shell,An additional benefit of this program is 2020 44 the reduction of volatile organic compound (VOC) emissions.,0.851
Shell,"Since 2016, we estimate that our Focus on Methane program has reduced MPLX methane emissions by 13,000 tonnes per 2021 44 year, while also reducing VOC emissions by an estimated 600 tonnes per year.",0.903
Shell,"2023 42 Transparent Community Air Monitoring 29% We ve implemented detailed, near real-time, public-facing air 2024 41 reduction monitoring systems for our Detroit, Michigan, and Los Angeles, California, refineries, and Martinez, California, Renewable Fuels Sulfur oxide (SOx) emissions facility.",0.94
Shell,enhances interpersonal and safety leadership skills.,0.869
Shell,"By adhering to our OEMS, the principles of Process Safety Start Safe, Stay Safe",0.863
Shell,class safety culture built on trust and collaboration.,0.893
Shell,"Choosing Safe and Innovative mitigate the consequences of incidents, it supports responsible operation of our facilities.",0.826
Shell,"Prospective contractors 490,500 hours of health and safety Safety Leadership with Our Business Partners",0.921
Shell,"A refining health and safety programs and safety data, including total internal subject matter experts.",0.942
Shell,assess PSM facilities across 14 process safety elements.,0.796
Shell,"leadership, safety skills and safety programs critical to MPC Safety A Shared Responsibility operations.",0.782
Shell,Contractor Selection Requirements 100% of PSM facilities conducted either collaborative or self-audits in 2024.,0.948
Shell,38% of PSM facilities conducted a compliance audit in 2024.,0.953
Shell,stop the work in progress until the safety concern is Practice sound environmental stewardship addressed no matter how big or small the job may be.,0.835
Shell,"Our leaders in the field champion safety by holding regular Utilize innovative technology and tools to improve safety and safety meetings with employees and contractors, fostering performance Working closely with regulators, such as OSHA, enables us all to Incident Reporting and Tracking two-way communication and encouraging continuous foster a safer workplace.",0.891
Shell,OSHA s Voluntary Protection Program Meet all federal and state regulations learning.,0.911
Shell,"11 nested contracted companies are VPP-certified at our sites, Safety-Focused Programs through indicators like management of change tasks, audits Each of MPC s and MPLX s operating organizations annually under MPC sponsorship and recommendations.",0.762
Shell,"invite contractors to a Contractor Safety Summit, focusing on Safety 1 Safety 1 is a culture-based safety training that aims to In 2024, our Garyville refinery celebrated 30 years of maintaining best-practice sharing, collaboration, and our safety culture and provide employees with the skills to make good safety its OSHA VPP Star status, making it the longest-running VPP Star expectations.",0.914
Shell,By continuously enhancing our safety programs systems and work processes.,0.912
Shell,"our operations, empowering both employees and contractors to DISTINGUISHED SAFETY AWARD improve workplace safety practices through peer observations.",0.916
Shell,"EL PASO REFINERY ILTA s highest safety honor recognizing Serious Injury and Fatality Task Force This cross-functional KENAI REFINERY companies demonstrating an exemplary forum shares incident details and lessons learned from high- safety culture in the liquid terminal In 2024, we completed more than 57,000 BBS potential and serious incidents, with the aim to prevent them from 3 OF 4 INDUSTRY industry.",0.923
Shell,"observations, leading to safety engagements ONLY RECIPIENTS with 131,000 employees and contractors.",0.929
Shell,Each Safety in Ergonomics worked in 2024.,0.942
Shell,"We actively perform scheduled ergonomic evaluations on field tasks, considering the most practical CATLETTSBURG REFINERY National Private Truck way work is performed, and promptly address any concerns raised SAFETY PERFORMANCE 10% by employees.",0.881
Shell,We continue to uphold our dedication to Human and Organizational Performance (HOP) through comprehensive training HONORABLE MENTION AWARD SILVER AND BRONZE SEAL and learning teams focused on the six HOP foundational beliefs.,0.752
Shell,"MPC REFINING - IT Earned by 7 fleet locations for reduced Transport driver, Todd Young, HOP Foundational Beliefs incident rates and or achieving zero- was inducted into the Driver Hall of incident status.",0.932
Shell,"Recognized as one of the very SAFETY ACHIEVEMENT AWARD People make mistakes Learning and improving is vital best in the industry for his outstanding EXEMPLARY SAFETY STANDARDS achievements in safety, Young has driven over Blame wastes resources How we respond matters ROBINSON REFINERY 3 million miles without a preventable accident.",0.817
Shell,SALT LAKE CITY REFINERY Table of Contents Overview Advance Environmental Stewardship Empower Our People Engage Stakeholders and Communities Execute with Integrity Appendix Additional Resources 27 ENGAGED AND ENERGIZED WORKFORCE,0.908
Shell,We believe our people are our greatest strength.,0.776
Shell,"They have Creating an Inclusive Culture enabled MPC to accomplish so much, and we want their experiences with our company to reflect the same.",0.802
Shell,"We look to create opportunities for employees to accountability, upholding a culture of safety, providing connect in meaningful ways in order to create the welcoming extensive leadership and professional development community we know is so important.",0.811
Shell,"Over 5,100 employees belong to our We are proud of the work we do to provide the essential seven employee networks.",0.832
Shell,students completed internships information about the work of a monthly featured community nonprofit organization.,0.927
Shell,"In 2024, our executive team examined these principles that guide our behaviors and decisions and introduced our Core We also utilize technology to offer employees across our footprint Value of Excellence as we strive for exceptional opportunities to connect with others in virtual communities.",0.76
Shell,These 42% performance in all we do and embrace continuous digital communities reflect the rich tapestry of employee improvement.,0.804
Shell,technology to support relationship building and exchange of Safety and Environmental Stewardship information anywhere in our network.,0.817
Shell,We strive to be 2024 TOP COMPANIES FOR effectively build our early career pipeline.,0.908
Shell,"In 2024, we hired students from 85 colleges and people all over the country.",0.923
Shell,well as devote time and attention to candidates during the universities spanning 30 states and Puerto Rico.,0.833
Shell,We are dedicated experience that I can t get in now full-time employee to enhancing our existing programs and exploring new initiatives to support the retention and recruitment of the classroom.,0.779
Shell,"In 2024, we welcomed more than environment and culture are 1,800 new employees into MPC.",0.94
Shell,"In 2024, more than 480 students completed one or more internships at MPC and and best interest at heart.",0.948
Shell,more than 110 of those converted to full-time employees.,0.953
Shell,"In 2024, To support our recruitment and retention efforts with competitive up to six weeks.",0.906
Shell,"we significantly upgraded our employee benefits website to make it more user-friendly, enabling employees to easily pay and benefits packages, we conduct an annual benchmark of discover and navigate the benefits available to them.",0.952
Shell,"Our Educational Basic life and accident insurances, and short-term and Company Thrift Plan contribution on student loan goals.",0.93
Shell,"Every MPC employee is eligible for our bonus program, Leave program allows unpaid time off to pursue a degree, while long-term disability are provided to all employees on payments encouraging a sense of ownership and uniting us toward the same our Military Leave provides up to two years of paid time off for their first day of employment at no cost to employees goals.",0.75
Shell,"10 free counseling sessions per issue through our with eligible childcare and or elder care needs to increase Nearly 100% of salaried, salaried non-exempt, hourly and union Employee Assistance Program, which also extends to tax savings opportunities employees were rewarded with additional compensation in 2025 each household member based on 2024 company performance.",0.952
Shell,"Tax-advantaged Health Savings Account (HSA) with an Clinical and emotional support programs beyond annual company contribution All senior leaders, most employees in leadership roles and high- expectant parents to include family building (fertility, performing individual contributors receive annual long-term Life Moments adoption and surrogacy), post-delivery maternity care, incentive awards.",0.933
Shell,"These awards align a portion of their parenting support and menopause support Extended paid physical recovery time for birth mothers and compensation to the interests of MPC shareholders and MPLX four paid weeks of bonding time for all new parents unitholders, as well as provide a retention award for our most Paid sick leave of seven days off each calendar year experienced and top-performing employees.",0.828
Shell,"leadership programs classroom training, online courses and on-the-job training and development and talent planning, equipping employees with the in 2024 experience.",0.934
Shell,supports our employees continuous growth and contributes Career Development Plans 2024 MPC LEADERSHIP PROGRAMS to the overall success of the company.,0.919
Shell,Focused on professional Strategic Leadership Program employees.,0.944
Shell,"Many skills and stay current with industry trends, supporting continuous at the University of Utah, this program deepens participants 27 employees participated employees indicated a strong interest in this area through learning and development.",0.879
Shell,"In 2024, 95% of eligible employees understanding of MPC s business strategy and the dynamics past employee surveys.",0.94
Shell,"with the skills needed to identify, evaluate, negotiate and and documented plans, career guides and our annual performance review process.",0.778
Shell,Performance Review Process 48 employees participated execute commercial activities in support of MPC s strategic priorities.,0.925
Shell,Keeping career profiles employees establish up to five performance commitments.,0.92
Shell,"performance, knowledge and skills and how well they 55 employees participated demonstrated our values.",0.925
Shell,Nearly 100% of our salaried employees participate in our performance process each year.,0.869
Shell,Understanding our employees wide challenges and rewards.,0.895
Shell,"In 2024, Champions planted on-site gardens, planned wellness experiences at MPC and hearing employee perspectives challenges, organized health fairs, held lunch-n-learns, and provide insights that enable us to strengthen and better Encouraging Employees to be Well ALL Ways more, funded by MPC s Champion Grant program.",0.938
Shell,"with employees and to better understand the input Eligible employees can earn a 400 payroll stipend and an In 2024, MPC introduced Critical Incident Stress Management, a collected through surveys.",0.763
Shell,"In 2024, over 11,000 individuals to a critical incident or traumatic event, whether arising within a creating positive experiences for our employees over received preventive physical exams and took online well-being personal or work context.",0.949
Shell,"normalizing emotional reactions, encouraging coping skills and Ways to be Well ALL Ways facilitating access to continued care.",0.885
Shell,"This team of trained health In early 2024, we conducted a pulse survey that built upon services employees are strategically placed across the enterprise, what we learned the prior year by asking questions We also promote healthy lifestyles through engaging programs.",0.897
Shell,"Our with plans to expand the number of trained employees in the around drivers of employee experience, engagement and team of professionals, in partnership with Web MD Health Services, future.",0.901
Shell,"well-being, including an open-text question to capture lead virtual and on-site programs on a variety of health and wellness employees perspectives in their own voices.",0.807
Shell,"In 2024, this program had over 1,400 employee coaching engagements.",0.922
Shell,"company profile and meet the needs of the communities accessible feedback channels, we foster meaningful conducted a record of nearly 330 in-person events, reaching In 2024, employees made an impact through over 350 we serve.",0.943
Shell,"MPL s proactive approach in 2024 with stakeholders within the Identify concerns, develop and implement solutions focused on education through face-to-face engagement with within the communities where we operate, acknowledging their Collaborate for success, where appropriate farmers.",0.877
Shell,"community, like Marathon, We coordinate stakeholder engagements across our The Depth of Cover Management program reached over organization to understand and address our stakeholders Community Hotlines made this grant possible.",0.904
Shell,"650 farmers to explore community risk mitigation plans needs and interests, while driving progress toward our that protect shallow pipe in their tillable fields.",0.929
Shell,Neighbors of our The program made more than 360 direct contacts with place for 100% of our refineries and owned-and-operated PORT ANGELES FIRE DEPARTMENT facilities and landowners along our pipeline rights of way can drain tiling companies to emphasize the importance of renewable fuels facilities.,0.945
Shell,"We are enhancing relationships First Responder Grant Recipient contact us to ask questions or report concerns 24 hours a day, contacting 811 before every installation project.",0.761
Shell,"with neighbors, landowners and tribes near our MPLX seven days a week via our hotlines and emergency phone lines, assets through ongoing dialogue and proactive Through MPL s Feed A Farmer program, employees or to leave a message.",0.829
Shell,These our pipeline routes during peak farming season.,0.873
Shell,"Community Advisory Groups strategy, four focus groups were conducted with farmers, building relationships by openly engaging in dialogue to understand the needs and concerns of our stakeholders, tilers and irrigation contractors.",0.935
Shell,"Common more about MPC and our operational and community initiatives Define priorities, impacts and issues and understand and projects, as well as ask questions, raise concerns and In 2024, MPL received over 1,500 public inquiries.",0.765
Shell,Most Ground Alliance the community highlight opportunities.,0.881
Shell,"Less than 4% of these inquiries were complaints, President s Award of and 96% of all calls were responded to within three business Develop a stakeholder engagement plan days, with an average response time of 14 hours.",0.885
Shell,Corporate Excellence Engage with stakeholders Track and measure engagement awarded to MPL for its dedication to Create shared value public engagement and pipeline damage prevention Table of Contents Overview Advance Environmental Stewardship Empower,0.887
Shell,To build a foundation for engaging Alaska Native Corporations and Tribes nearly 20 tribes within our operational footprint.,0.932
Shell,Cheyenne and Arapaho Tribes children try on coats and shoes.,0.88
Shell,Stakeholder engagement plans guide our Jicarilla Apache Nation,0.863
Shell,"It goes beyond money to a human 26,500 1,000 interaction with tribes, pueblos and communities to support Kalispel Tribe of Indians connection when volunteers shared goals.",0.755
Shell,Muscogee Nation children served employee volunteer hours interact with the children.,0.85
Shell,We want to be Swinomish Indian Tribal Community sure that our employees who are engaging in these communities Workforce Development Sustainability Thriving Communities,0.909
Shell,"Zia Pueblo Focused on Native American students To address critical energy needs (Creek) Nation in Oklahoma identified within Osage County, Oklahoma, this within the Navajo Nation, students the need for a mobile drone command Additionally, to enhance relationships where appropriate, MPC To view a map of the Indigenous communities partnership introduces students to Career from Fort Lewis College in Colorado center to strengthen search and convenes with tribal leaders in face-to-face settings to engage in near our operational footprint, please visit our and Technical Education programming and volunteers from the community rescue efforts, disaster response and dialogue and understand the goals of the tribal community.",0.792
Shell,geared toward providing a better have partnered with MPC to secure law enforcement operations.,0.891
Shell,"The example, Marathon Pipe Line LLC leaders traveled to meet with understanding of trade school programs an off-grid solar energy solution for enhanced drone technology available the Osage Nation s Tribal Council leadership including and degree options.",0.917
Shell,In addition to Navajo families in need.,0.911
Shell,"In total, about 20 representatives from partnership enables MPC employees to address basic health and safety broaden areas of coverage and bridge both organizations participated in meaningful dialogue.",0.768
Shell,The Named one of the Top 50 Workplaces for offer mentorship for petroleum industry needs and creates opportunities for communication gaps during benefits to both parties from this time together were invaluable Indigenous STEM Professionals in 2024 by programs and offers support through employment in grid management and emergency response events.,0.93
Shell,the American Indian Science and Engineering certification processes.,0.926
Shell,"communities, align with our Core Values, amplify our sustainability strategy and enable us to make a positive, measurable impact.",0.815
Shell,"Workforce Development Sustainability Thriving Communities 34 million We continue to seek out new and innovative ways THE HEART RIVER INTERNATIONAL BIRD GALVESTON COUNTY to improve our communities through projects and CAREER AND TECHNICAL RESCUE, EMERGENCY MANAGEMENT, programming with a broad array of organizations making a positive difference.",0.846
Shell,"Through long- invested in communities by MPC, MPLX, EDUCATION CENTER REHABILITATION AND MOBILE COMMAND CENTER standing partnerships and short-term initiatives, we our employees and fundraising partners The Heart River Career and Technical RESEARCH IN When disaster strikes, it is imperative that invest in programs that drive workforce Education Center in Mandan, North CALIFORNIA lines of communication remain open to help development, sustainability and opportunities to Dakota, provides college dual-credit Aligned with our Core Value of Safety facilitate emergency response.",0.868
Shell,"opportunities for area high schools and and Environmental Stewardship, our supporting Galveston County, Texas, by agriculture, manufacturing, health care, Rescue (IBR) in Northern California are redundancy should primary services become welding, culinary arts and other high- helping fund wildlife rescue and unavailable or impacted by an emergency or invested in communities by nonprofits supported demand occupational fields.",0.907
Shell,"Our investment supported the To ensure responders have an effective, research, outreach and education.",0.914
Shell,"development and opening of the facility interoperable communications platform to enabling the opportunity for students, In Southern California, IBR is treating support a coordinated response to incidents, educators, adult learners and and rehabilitating nearly 1,500 native, a recent investment from MPC provided a 57,600 4.6 million businesses in the area to collaborate on wild, avian patients near the Ports of Los cellular tower for cellular and internet COMMUNITY workforce development.",0.941
Shell,"MPC s connectivity that prioritizes first responders, donated by employees hours volunteered support is helping cover costs of as well as a trailer to transport the system to INVESTMENT To learn more about how MPC is nutrition, medicine and supplies, areas throughout Galveston County that enhancing career pathways in North veterinary care and habitat conditioning.",0.827
Shell,"In 2024, MPC contributed more than 1.2 To learn more about how MPC is Thriving Sustainability our website.",0.886
Shell,"Communities raised through company-led social impacts reported¹ fundraisers 1 Social impacts reported by organizations that received MPC grants of 20,000 .",0.948
Shell,890 impacts of our investments within communities where we operate.,0.927
Shell,"Volunteer Incentive Employee Open Giving Program Program awards earned by MPC employees in 2024, We match 100% of employee donations 2024 HIGH-IMPACT totaling 448,000 to qualified 501(c)(3) organizations, up to COMMUNITY INVESTMENTS 1 10,000 per calendar year.",0.936
Shell,"12.8 million community investments of over Higher Education Giving Programs 20,000 to more than 200 organizations Additionally, we match up to 10,000 for qualified gifts to two- and four-year accredited colleges and universities.",0.948
Shell,"Summary professional success through wildlife while promoting assistance with food and shelter, we Employees may earn one individual vocational training, career readiness, sustainability and conservation are improving access to resources award and one group award for a total technical internships and through educational experiences like youth development and safety of 1,000 in potential awards per year.",0.771
Shell,"scholarships initiatives Impacts Top Attain, retain, or improve Beneficiaries protect, improve Beneficiaries gained fulfillment, Related employment health enjoyment Indicators Earn post-secondary degree, Metric tons of CO e reduced Gained safety, support 2 credential Animals saved, improved well-",0.946
Shell,"Beneficiaries achieve, improve Improve productivity professional being food security effectiveness 1 Social impacts reported by organizations that received MPC grants of 20,000 .",0.942
Shell,"9 billion spent with 9,000 suppliers in 20241 Our supplier selection process manages risk within our supply chain.",0.925
Shell,Between the use of predominantly U.S. respond to meet the needs of our business and help us domestic suppliers bound by U.S. laws and regulations and focused vetting Canada (31%) to creatively navigate challenges and reduce risk.,0.871
Shell,"of international suppliers, our strategic procurement decisions reduce Supplier Code of Conduct Ireland (29%) supplier risks related to personnel safety, environmental protection and We strive to proactively identify and evaluate factors that Italy (8%) human rights.",0.771
Shell,"and quality standards offer innovative, value-added capabilities superior Mexico (8%) of ensuring continuity.",0.84
Shell,our supply chain by clearly communicating the the Supplier Code of Conduct.,0.863
Shell,"Additionally, we communicate expectations of our Code of Business Conduct and with suppliers annually, reiterating their responsibilities and No significant changes to our Tier 1 suppliers occurred in 2024 that would Supplier Code of Conduct, educating procurement accountabilities to conduct their business in accordance with cause or contribute to significant economic, environmental or social impacts.",0.825
Shell,"teams, maintaining strong supplier selection criteria, our Supplier Code of Conduct and Code of Business Conduct.",0.916
Shell,ensuring a fair and inclusive competitive bidding process Compliance assurance commitment to the creation of shared value where we operate.,0.869
Shell,"In 2024, a total of concerns.",0.911
Shell,"15 awards were given, and we look forward to presenting a refreshed On-site supplier inspections conducted for providers of awards slate aligned to our Core Values and in celebration of the 10 th certain products or services.",0.905
Shell,"6,000 hours of sustainability-related training for supply chain employees Certified partner of Customs Trade Partnership Against Terrorism, voluntarily working with U.S. Customs and Border Protection on best practices of imported materials.",0.95
Shell,MPC sent team throughout our operations.,0.931
Shell,"We work to mitigate impacts from our awareness of human exploitation and labor appropriate, to reduce the risk of violations by identifying and collective bargaining, harassment and discrimination, and security.",0.776
Shell,and taking steps to mitigate potential impacts and risks.,0.856
Shell,Channels for raising TRAFFICKING develop appropriate mitigation strategies.,0.806
Shell,Since launching the in a timely manner.,0.914
Shell,"initiative in 2023, Marathon Petroleum has trained Awareness and Collaboration We collaborate with industry more than 870 employees in its Transportation Training Executive officers and salaried employees take ethics and peers and nongovernmental organizations to enhance our and Rail organization to identify human trafficking compliance training that discusses components relevant to human awareness of human rights risks and mitigation practices, and to situations on the road and how to report rights issues, including the importance of maintaining a safe, healthy help us stay informed about best practices.",0.82
Shell,Nearly 700 of those certified and fair work environment.,0.935
Shell,"We expect suppliers and contractors to respect our commitment to integrating human rights considerations into bringing awareness to other parts of the business, human rights.",0.804
Shell,"oversight 83% As new director candidates are selected, the Board continues Evan Bayh Eileen P. Paterson 10 of 12 directors, 83%, its commitment to include candidates with a wide variety of Senior Advisor, Apollo Global Management F P o re rm sid e e r n C t h , i A e e f r E o x je e t c u R t o iv c e k e",0.828
Shell,"Jeffrey C. Campbell Kim K.W. Rucker 6 years of average 0-3 years Former Vice Chairman and Chief Financial Former Executive Vice President, As part of our ongoing Board refreshment process, we Officer, American Express Company General Counsel and Secretary, Andeavor tenure 4-6 years welcomed three new independent directors in 2024 ACDEGHIK ACDEFGHJK Kimberly Ellison-Taylor, Eileen Paterson and Jeff Campbell.",0.778
Shell,finance and risk management to our Board.,0.822
Shell,"B Public Company CEO C Risk Management John P. Surma Michael J. Hennigan D Corporate Governance Lead Independent Director, Marathon Petroleum Executive Chairman, Corporation Former Chairman and Chief Executive E Finance Accounting Marathon Petroleum Corporation Officer, United States Steel Corporation Highly engaged F Energy Industry ABCDEFGHIK ABCDEFGHIJ Director attendance at G International Business 98% Board and committee H Sustainability meetings averaged 98% I Environmental in 2024.",0.943
Shell,"risks and topics such as climate change, stakeholder concerns subject-matter experts across our enterprise.",0.797
Shell,"OEMS Center of Excellence A companywide forum of about 30 and compliance obligations, as well as other sustainability- management best practices while supporting risk-based decision-",0.811
Shell,"adherence to the Responsible Care management system learned, ensuring management system approaches across MPC risks in our Annual Report on Form 10-K and in other filings with (RC 14001 ).",0.91
Shell,"Our Board of Directors and executive leadership team routinely 14001 environmental management system and includes health, continuous improvement of HESS PQ performance.",0.864
Shell,The Emerging Risk Identification safety and security requirements.,0.845
Shell,Awareness Videos Created for use companywide to potential and position us to capitalize on new opportunities.,0.935
Shell,"performance achieve our goals, improve our performance and lead to long- term success.",0.838
Shell,"We are committed to conducting business with the highest standards of integrity and ethical conduct and in compliance with Our Code of Business Conduct, referred to as the Code, is New employees complete Code training upon hire and must 2024 COMPLIANCE AND applicable laws and regulations.",0.781
Shell,conducting our business and operations with the highest level of integrity.,0.862
Shell,AT THE FOREFRONT views on issues that affect our company and our stakeholders.,0.837
